time,value
2023-09-26T01:14:25.773Z,0
2023-09-26T01:14:26.779Z,0
2023-09-26T01:14:27.774Z,0
2023-09-26T01:14:28.788Z,0
2023-09-26T01:14:29.774Z,0
2023-09-26T01:14:30.774Z,0
2023-09-26T01:14:31.774Z,0
2023-09-26T01:14:32.774Z,0
2023-09-26T01:14:33.776Z,0
2023-09-26T01:14:34.774Z,0
2023-09-26T01:14:35.777Z,0
2023-09-26T01:14:36.815Z,0
2023-09-26T01:14:37.777Z,0
2023-09-26T01:14:38.814Z,0
2023-09-26T01:14:39.779Z,0
2023-09-26T01:14:40.775Z,0
2023-09-26T01:14:41.774Z,0
2023-09-26T01:14:42.774Z,0
2023-09-26T01:14:43.775Z,0
2023-09-26T01:14:44.775Z,0
2023-09-26T01:14:45.775Z,0
2023-09-26T01:14:46.784Z,0
2023-09-26T01:14:47.774Z,0
2023-09-26T01:14:48.783Z,0
2023-09-26T01:14:49.778Z,0
2023-09-26T01:14:50.778Z,0
2023-09-26T01:14:51.775Z,0
2023-09-26T01:14:52.776Z,0
2023-09-26T01:14:53.774Z,0
2023-09-26T01:14:54.778Z,0
2023-09-26T01:14:55.775Z,0
2023-09-26T01:14:56.775Z,0
2023-09-26T01:14:57.775Z,0
2023-09-26T01:14:58.775Z,0
2023-09-26T01:14:59.775Z,0
2023-09-26T01:15:00.775Z,0
2023-09-26T01:15:01.775Z,0
2023-09-26T01:15:02.777Z,0
2023-09-26T01:15:03.775Z,0
2023-09-26T01:15:04.775Z,0
2023-09-26T01:15:05.777Z,0
2023-09-26T01:15:06.777Z,0
2023-09-26T01:15:07.776Z,0
2023-09-26T01:15:08.819Z,0
2023-09-26T01:15:09.782Z,0
2023-09-26T01:15:10.777Z,0
2023-09-26T01:15:11.776Z,0
2023-09-26T01:15:12.776Z,0
2023-09-26T01:15:13.801Z,0
2023-09-26T01:15:14.777Z,0
2023-09-26T01:15:15.777Z,0
2023-09-26T01:15:16.776Z,0
2023-09-26T01:15:17.777Z,0
2023-09-26T01:15:18.776Z,0
2023-09-26T01:15:19.776Z,0
2023-09-26T01:15:20.78Z,0
2023-09-26T01:15:21.777Z,0
2023-09-26T01:15:22.779Z,0
2023-09-26T01:15:23.777Z,0
2023-09-26T01:15:24.78Z,0
2023-09-26T01:15:25.777Z,0
2023-09-26T01:15:26.78Z,0
2023-09-26T01:15:27.778Z,0
2023-09-26T01:15:28.781Z,0
2023-09-26T01:15:29.779Z,0
2023-09-26T01:15:30.779Z,0
2023-09-26T01:15:31.78Z,0
2023-09-26T01:15:32.777Z,0
2023-09-26T01:15:33.779Z,0
2023-09-26T01:15:34.777Z,0
2023-09-26T01:15:35.781Z,0
2023-09-26T01:15:36.781Z,0
2023-09-26T01:15:37.779Z,0
2023-09-26T01:15:38.823Z,0
2023-09-26T01:15:39.786Z,0
2023-09-26T01:15:40.777Z,0
2023-09-26T01:15:41.779Z,0
2023-09-26T01:15:42.78Z,0
2023-09-26T01:15:43.779Z,0
2023-09-26T01:15:44.777Z,0
2023-09-26T01:15:45.778Z,0
2023-09-26T01:15:46.777Z,0
2023-09-26T01:15:47.777Z,0
2023-09-26T01:15:48.779Z,0
2023-09-26T01:15:49.778Z,0
2023-09-26T01:15:50.78Z,0
2023-09-26T01:15:51.777Z,0
2023-09-26T01:15:52.779Z,0
2023-09-26T01:15:53.778Z,0
2023-09-26T01:15:54.778Z,0
2023-09-26T01:15:55.779Z,0
2023-09-26T01:15:56.778Z,0
2023-09-26T01:15:57.778Z,0
2023-09-26T01:15:58.781Z,0
2023-09-26T01:15:59.778Z,0
2023-09-26T01:16:00.778Z,0
2023-09-26T01:16:01.779Z,0
2023-09-26T01:16:02.779Z,0
2023-09-26T01:16:03.78Z,0
2023-09-26T01:16:04.778Z,0
2023-09-26T01:16:05.779Z,0
2023-09-26T01:16:06.783Z,0
2023-09-26T01:16:07.781Z,0
2023-09-26T01:16:08.823Z,0
2023-09-26T01:16:09.784Z,0
2023-09-26T01:16:10.779Z,0
2023-09-26T01:16:11.781Z,0
2023-09-26T01:16:12.779Z,0
2023-09-26T01:16:13.781Z,0
2023-09-26T01:16:14.779Z,0
2023-09-26T01:16:15.779Z,0
2023-09-26T01:16:16.778Z,0
2023-09-26T01:16:17.781Z,0
2023-09-26T01:16:18.779Z,0
2023-09-26T01:16:19.779Z,0
2023-09-26T01:16:20.785Z,0
2023-09-26T01:16:21.779Z,0
2023-09-26T01:16:22.785Z,0
2023-09-26T01:16:23.781Z,0
2023-09-26T01:16:24.781Z,0
2023-09-26T01:16:25.781Z,0
2023-09-26T01:16:26.782Z,0
2023-09-26T01:16:27.78Z,0
2023-09-26T01:16:28.784Z,0
2023-09-26T01:16:29.779Z,0
2023-09-26T01:16:30.782Z,0
2023-09-26T01:16:31.779Z,0
2023-09-26T01:16:32.779Z,0
2023-09-26T01:16:33.78Z,0
2023-09-26T01:16:34.779Z,0
2023-09-26T01:16:35.781Z,0
2023-09-26T01:16:36.779Z,0
2023-09-26T01:16:37.787Z,0
2023-09-26T01:16:38.823Z,0
2023-09-26T01:16:39.786Z,0
2023-09-26T01:16:40.781Z,0
2023-09-26T01:16:41.78Z,0
2023-09-26T01:16:42.78Z,0
2023-09-26T01:16:43.787Z,0
2023-09-26T01:16:44.78Z,0
2023-09-26T01:16:45.78Z,0
2023-09-26T01:16:46.781Z,0
2023-09-26T01:16:47.78Z,0
2023-09-26T01:16:48.78Z,0
2023-09-26T01:16:49.78Z,0
2023-09-26T01:16:50.779Z,0
2023-09-26T01:16:51.779Z,0
2023-09-26T01:16:52.781Z,0
2023-09-26T01:16:53.78Z,0
2023-09-26T01:16:54.791Z,0
2023-09-26T01:16:55.781Z,0
2023-09-26T01:16:56.785Z,0
2023-09-26T01:16:57.78Z,0
2023-09-26T01:16:58.784Z,0
2023-09-26T01:16:59.78Z,0
2023-09-26T01:17:00.783Z,0
2023-09-26T01:17:01.78Z,0
2023-09-26T01:17:02.78Z,0
2023-09-26T01:17:03.78Z,0
2023-09-26T01:17:04.78Z,0
2023-09-26T01:17:05.78Z,0
2023-09-26T01:17:06.78Z,0
2023-09-26T01:17:07.791Z,0
2023-09-26T01:17:08.823Z,0
2023-09-26T01:17:09.788Z,0
2023-09-26T01:17:10.78Z,0
2023-09-26T01:17:11.785Z,0
2023-09-26T01:17:12.784Z,0
2023-09-26T01:17:13.789Z,0
2023-09-26T01:17:14.78Z,0
2023-09-26T01:17:15.781Z,0
2023-09-26T01:17:16.781Z,0
2023-09-26T01:17:17.783Z,0
2023-09-26T01:17:18.781Z,0
2023-09-26T01:17:19.781Z,0
2023-09-26T01:17:20.781Z,0
2023-09-26T01:17:21.782Z,0
2023-09-26T01:17:22.781Z,0
2023-09-26T01:17:23.781Z,0
2023-09-26T01:17:24.789Z,0
2023-09-26T01:17:25.781Z,0
2023-09-26T01:17:26.783Z,0
2023-09-26T01:17:27.781Z,0
2023-09-26T01:17:28.788Z,0
2023-09-26T01:17:29.785Z,0
2023-09-26T01:17:30.788Z,0
2023-09-26T01:17:31.785Z,0
2023-09-26T01:17:32.782Z,0
2023-09-26T01:17:33.782Z,0
2023-09-26T01:17:34.787Z,0
2023-09-26T01:17:35.784Z,0
2023-09-26T01:17:36.783Z,0
2023-09-26T01:17:37.782Z,0
2023-09-26T01:17:38.827Z,0
2023-09-26T01:17:39.782Z,0
2023-09-26T01:17:40.783Z,0
2023-09-26T01:17:41.787Z,0
2023-09-26T01:17:42.783Z,0
2023-09-26T01:17:43.785Z,0
2023-09-26T01:17:44.783Z,0
2023-09-26T01:17:45.786Z,0
2023-09-26T01:17:46.782Z,0
2023-09-26T01:17:47.785Z,0
2023-09-26T01:17:48.783Z,0
2023-09-26T01:17:49.783Z,0
2023-09-26T01:17:50.783Z,0
2023-09-26T01:17:51.783Z,0
2023-09-26T01:17:52.786Z,0
2023-09-26T01:17:53.783Z,0
2023-09-26T01:17:54.793Z,0
2023-09-26T01:17:55.783Z,0
2023-09-26T01:17:56.79Z,0
2023-09-26T01:17:57.787Z,0
2023-09-26T01:17:58.786Z,0
2023-09-26T01:17:59.783Z,0
2023-09-26T01:18:00.784Z,0
2023-09-26T01:18:01.783Z,0
2023-09-26T01:18:02.785Z,0
2023-09-26T01:18:03.784Z,0
2023-09-26T01:18:04.786Z,0
2023-09-26T01:18:05.783Z,0
2023-09-26T01:18:06.783Z,0
2023-09-26T01:18:07.783Z,0
2023-09-26T01:18:08.83Z,0
2023-09-26T01:18:09.783Z,0
2023-09-26T01:18:10.784Z,0
2023-09-26T01:18:11.785Z,0
2023-09-26T01:18:12.784Z,0
2023-09-26T01:18:13.789Z,0
2023-09-26T01:18:14.784Z,0
2023-09-26T01:18:15.785Z,0
2023-09-26T01:18:16.784Z,0
2023-09-26T01:18:17.785Z,0
2023-09-26T01:18:18.784Z,0
2023-09-26T01:18:19.791Z,0
2023-09-26T01:18:20.784Z,0
2023-09-26T01:18:21.785Z,0
2023-09-26T01:18:22.785Z,0
2023-09-26T01:18:23.787Z,0
2023-09-26T01:18:24.785Z,0
2023-09-26T01:18:25.784Z,0
2023-09-26T01:18:26.784Z,0
2023-09-26T01:18:27.784Z,0
2023-09-26T01:18:28.789Z,0
2023-09-26T01:18:29.785Z,0
2023-09-26T01:18:30.788Z,0
2023-09-26T01:18:31.797Z,0
2023-09-26T01:18:32.786Z,0
2023-09-26T01:18:33.807Z,0
2023-09-26T01:18:34.788Z,0
2023-09-26T01:18:35.784Z,0
2023-09-26T01:18:36.784Z,0
2023-09-26T01:18:37.785Z,0
2023-09-26T01:18:38.833Z,0
2023-09-26T01:18:39.786Z,0
2023-09-26T01:18:40.784Z,0
2023-09-26T01:18:41.784Z,0
2023-09-26T01:18:42.784Z,0
2023-09-26T01:18:43.792Z,0
2023-09-26T01:18:44.784Z,0
2023-09-26T01:18:45.788Z,0
2023-09-26T01:18:46.785Z,0
2023-09-26T01:18:47.788Z,0
2023-09-26T01:18:48.785Z,0
2023-09-26T01:18:49.787Z,0
2023-09-26T01:18:50.785Z,0
2023-09-26T01:18:51.789Z,0
2023-09-26T01:18:52.785Z,0
2023-09-26T01:18:53.786Z,0
2023-09-26T01:18:54.785Z,0
2023-09-26T01:18:55.786Z,0
2023-09-26T01:18:56.787Z,0
2023-09-26T01:18:57.785Z,0
2023-09-26T01:18:58.787Z,0
2023-09-26T01:18:59.785Z,0
2023-09-26T01:19:00.79Z,0
2023-09-26T01:19:01.787Z,0
2023-09-26T01:19:02.787Z,0
2023-09-26T01:19:03.786Z,0
2023-09-26T01:19:04.787Z,0
2023-09-26T01:19:05.786Z,0
2023-09-26T01:19:06.795Z,0
2023-09-26T01:19:07.786Z,0
2023-09-26T01:19:08.828Z,0
2023-09-26T01:19:09.786Z,0
2023-09-26T01:19:10.786Z,0
2023-09-26T01:19:11.787Z,0
2023-09-26T01:19:12.79Z,0
2023-09-26T01:19:13.787Z,0
2023-09-26T01:19:14.787Z,0
2023-09-26T01:19:15.792Z,0
2023-09-26T01:19:16.788Z,0
2023-09-26T01:19:17.789Z,0
2023-09-26T01:19:18.787Z,0
2023-09-26T01:19:19.789Z,0
2023-09-26T01:19:20.787Z,0
2023-09-26T01:19:21.79Z,0
2023-09-26T01:19:22.787Z,0
2023-09-26T01:19:23.787Z,0
2023-09-26T01:19:24.787Z,0
2023-09-26T01:19:25.789Z,0
2023-09-26T01:19:26.788Z,0
2023-09-26T01:19:27.787Z,0
2023-09-26T01:19:28.791Z,0
2023-09-26T01:19:29.788Z,0
2023-09-26T01:19:30.794Z,0
2023-09-26T01:19:31.792Z,0
2023-09-26T01:19:32.791Z,0
2023-09-26T01:19:33.788Z,0
2023-09-26T01:19:34.789Z,0
2023-09-26T01:19:35.788Z,0
2023-09-26T01:19:36.788Z,0
2023-09-26T01:19:37.787Z,0
2023-09-26T01:19:38.831Z,0
2023-09-26T01:19:39.787Z,0
2023-09-26T01:19:40.789Z,0
2023-09-26T01:19:41.788Z,0
2023-09-26T01:19:42.788Z,0
2023-09-26T01:19:43.789Z,0
2023-09-26T01:19:44.787Z,0
2023-09-26T01:19:45.793Z,0
2023-09-26T01:19:46.788Z,0
2023-09-26T01:19:47.79Z,0
2023-09-26T01:19:48.788Z,0
2023-09-26T01:19:49.789Z,0
2023-09-26T01:19:50.789Z,0
2023-09-26T01:19:51.788Z,0
2023-09-26T01:19:52.789Z,0
2023-09-26T01:19:53.789Z,0
2023-09-26T01:19:54.789Z,0
2023-09-26T01:19:55.797Z,0
2023-09-26T01:19:56.788Z,0
2023-09-26T01:19:57.789Z,0
2023-09-26T01:19:58.788Z,0
2023-09-26T01:19:59.791Z,0
2023-09-26T01:20:00.789Z,0
2023-09-26T01:20:01.788Z,0
2023-09-26T01:20:02.794Z,0
2023-09-26T01:20:03.788Z,0
2023-09-26T01:20:04.792Z,0
2023-09-26T01:20:05.789Z,0
2023-09-26T01:20:06.794Z,0
2023-09-26T01:20:07.788Z,0
2023-09-26T01:20:08.838Z,0
2023-09-26T01:20:09.789Z,0
2023-09-26T01:20:10.791Z,0
2023-09-26T01:20:11.793Z,0
2023-09-26T01:20:12.792Z,0
2023-09-26T01:20:13.792Z,0
2023-09-26T01:20:14.789Z,0
2023-09-26T01:20:15.79Z,0
2023-09-26T01:20:16.79Z,0
2023-09-26T01:20:17.797Z,0
2023-09-26T01:20:18.791Z,0
2023-09-26T01:20:19.795Z,0
2023-09-26T01:20:20.791Z,0
2023-09-26T01:20:21.792Z,0
2023-09-26T01:20:22.79Z,0
2023-09-26T01:20:23.791Z,0
2023-09-26T01:20:24.791Z,0
2023-09-26T01:20:25.79Z,0
2023-09-26T01:20:26.79Z,0
2023-09-26T01:20:27.791Z,0
2023-09-26T01:20:28.797Z,0
2023-09-26T01:20:29.791Z,0
2023-09-26T01:20:30.79Z,0
2023-09-26T01:20:31.791Z,0
2023-09-26T01:20:32.79Z,0
2023-09-26T01:20:33.79Z,0
2023-09-26T01:20:34.792Z,0
2023-09-26T01:20:35.793Z,0
2023-09-26T01:20:36.79Z,0
2023-09-26T01:20:37.79Z,0
2023-09-26T01:20:38.835Z,0
2023-09-26T01:20:39.791Z,0
2023-09-26T01:20:40.792Z,0
2023-09-26T01:20:41.792Z,0
2023-09-26T01:20:42.792Z,0
2023-09-26T01:20:43.796Z,0
2023-09-26T01:20:44.792Z,0
2023-09-26T01:20:45.792Z,0
2023-09-26T01:20:46.792Z,0
2023-09-26T01:20:47.792Z,0
2023-09-26T01:20:48.793Z,0
2023-09-26T01:20:49.796Z,0
2023-09-26T01:20:50.792Z,0
2023-09-26T01:20:51.796Z,0
2023-09-26T01:20:52.792Z,0
2023-09-26T01:20:53.797Z,0
2023-09-26T01:20:54.792Z,0
2023-09-26T01:20:55.794Z,0
2023-09-26T01:20:56.792Z,0
2023-09-26T01:20:57.791Z,0
2023-09-26T01:20:58.792Z,0
2023-09-26T01:20:59.793Z,0
2023-09-26T01:21:00.793Z,0
2023-09-26T01:21:01.793Z,0
2023-09-26T01:21:02.795Z,0
2023-09-26T01:21:03.792Z,0
2023-09-26T01:21:04.801Z,0
2023-09-26T01:21:05.793Z,0
2023-09-26T01:21:06.795Z,0
2023-09-26T01:21:08.681Z,0
2023-09-26T01:21:09.176Z,0
2023-09-26T01:21:10.134Z,0
2023-09-26T01:21:11.133Z,0
2023-09-26T01:21:12.133Z,0
2023-09-26T01:21:13.134Z,0
2023-09-26T01:21:14.133Z,0
2023-09-26T01:21:15.133Z,0
2023-09-26T01:21:16.133Z,0
2023-09-26T01:21:17.133Z,0
2023-09-26T01:21:18.133Z,0
2023-09-26T01:21:19.137Z,0
2023-09-26T01:21:20.133Z,0
2023-09-26T01:21:21.136Z,0
2023-09-26T01:21:22.134Z,0
2023-09-26T01:21:23.135Z,0
2023-09-26T01:21:24.133Z,0
2023-09-26T01:21:25.133Z,0
2023-09-26T01:21:26.133Z,0
2023-09-26T01:21:27.137Z,0
2023-09-26T01:21:28.135Z,0
2023-09-26T01:21:29.151Z,0
2023-09-26T01:21:30.136Z,0
2023-09-26T01:21:31.135Z,0
2023-09-26T01:21:32.138Z,0
2023-09-26T01:21:33.134Z,0
2023-09-26T01:21:34.136Z,0
2023-09-26T01:21:35.135Z,0
2023-09-26T01:21:36.134Z,0
2023-09-26T01:21:37.135Z,0
2023-09-26T01:21:38.137Z,0
2023-09-26T01:21:39.18Z,0
2023-09-26T01:21:40.139Z,0
2023-09-26T01:21:41.135Z,0
2023-09-26T01:21:42.134Z,0
2023-09-26T01:21:43.136Z,0
2023-09-26T01:21:44.135Z,0
2023-09-26T01:21:45.135Z,0
2023-09-26T01:21:46.135Z,0
2023-09-26T01:21:47.14Z,0
2023-09-26T01:21:48.135Z,0
2023-09-26T01:21:49.137Z,0
2023-09-26T01:21:50.135Z,0
2023-09-26T01:21:51.135Z,0
2023-09-26T01:21:52.135Z,0
2023-09-26T01:21:53.135Z,0
2023-09-26T01:21:54.135Z,0
2023-09-26T01:21:55.138Z,0
2023-09-26T01:21:56.135Z,0
2023-09-26T01:21:57.136Z,0
2023-09-26T01:21:58.136Z,0
2023-09-26T01:21:59.135Z,0
2023-09-26T01:22:00.146Z,0
2023-09-26T01:22:01.136Z,0
2023-09-26T01:22:02.138Z,0
2023-09-26T01:22:03.136Z,0
2023-09-26T01:22:04.138Z,0
2023-09-26T01:22:05.136Z,0
2023-09-26T01:22:06.141Z,0
2023-09-26T01:22:07.138Z,0
2023-09-26T01:22:08.178Z,0
2023-09-26T01:22:09.179Z,0
2023-09-26T01:22:10.142Z,0
2023-09-26T01:22:11.136Z,0
2023-09-26T01:22:12.136Z,0
2023-09-26T01:22:13.136Z,0
2023-09-26T01:22:14.139Z,0
2023-09-26T01:22:15.137Z,0
2023-09-26T01:22:16.136Z,0
2023-09-26T01:22:17.144Z,0
2023-09-26T01:22:18.136Z,0
2023-09-26T01:22:19.14Z,0
2023-09-26T01:22:20.137Z,0
2023-09-26T01:22:21.137Z,0
2023-09-26T01:22:22.137Z,0
2023-09-26T01:22:23.137Z,0
2023-09-26T01:22:24.137Z,0
2023-09-26T01:22:25.139Z,0
2023-09-26T01:22:26.138Z,0
2023-09-26T01:22:27.15Z,0
2023-09-26T01:22:28.137Z,0
2023-09-26T01:22:29.18Z,0
2023-09-26T01:22:30.138Z,0
2023-09-26T01:22:31.138Z,0
2023-09-26T01:22:32.138Z,0
2023-09-26T01:22:33.138Z,0
2023-09-26T01:22:34.139Z,0
2023-09-26T01:22:35.138Z,0
2023-09-26T01:22:36.142Z,0
2023-09-26T01:22:37.138Z,0
2023-09-26T01:22:38.144Z,0
2023-09-26T01:22:39.182Z,0
2023-09-26T01:22:40.146Z,0
2023-09-26T01:22:41.139Z,0
2023-09-26T01:22:42.139Z,0
2023-09-26T01:22:43.14Z,0
2023-09-26T01:22:44.14Z,0
2023-09-26T01:22:45.138Z,0
2023-09-26T01:22:46.139Z,0
2023-09-26T01:22:47.145Z,0
2023-09-26T01:22:48.139Z,0
2023-09-26T01:22:49.144Z,0
2023-09-26T01:22:50.14Z,0
2023-09-26T01:22:51.141Z,0
2023-09-26T01:22:52.141Z,0
2023-09-26T01:22:53.15Z,0
2023-09-26T01:22:54.142Z,0
2023-09-26T01:22:55.142Z,0
2023-09-26T01:22:56.14Z,0
2023-09-26T01:22:57.144Z,0
2023-09-26T01:22:58.145Z,0
2023-09-26T01:22:59.141Z,0
2023-09-26T01:23:00.141Z,0
2023-09-26T01:23:01.143Z,0
2023-09-26T01:23:02.151Z,0
2023-09-26T01:23:03.141Z,0
2023-09-26T01:23:04.143Z,0
2023-09-26T01:23:05.141Z,0
2023-09-26T01:23:06.142Z,0
2023-09-26T01:23:07.141Z,0
2023-09-26T01:23:08.144Z,0
2023-09-26T01:23:09.196Z,0
2023-09-26T01:23:10.141Z,0
2023-09-26T01:23:11.142Z,0
2023-09-26T01:23:12.151Z,0
2023-09-26T01:23:13.14Z,0
2023-09-26T01:23:14.142Z,0
2023-09-26T01:23:15.141Z,0
2023-09-26T01:23:16.141Z,0
2023-09-26T01:23:17.148Z,0
2023-09-26T01:23:18.142Z,0
2023-09-26T01:23:19.141Z,0
2023-09-26T01:23:20.144Z,0
2023-09-26T01:23:21.147Z,0
2023-09-26T01:23:22.144Z,0
2023-09-26T01:23:23.143Z,0
2023-09-26T01:23:24.142Z,0
2023-09-26T01:23:25.142Z,0
2023-09-26T01:23:26.141Z,0
2023-09-26T01:23:27.143Z,0
